Movie_ID,Title,Year_release,Runtime(min),Genre,Image
245,"All This, and Heaven Too",1999,95,Comedy,"https://m.media-amazon.com/images/M/MV5BMGM0ZmIzNGItYTMwZS00MWM4LThkZmQtMmQ0MTg2ZTQ0NGUxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
246,Amadeus,1999,103,Comedy,"https://m.media-amazon.com/images/M/MV5BMGM0ZmIzNGItYTMwZS00MWM4LThkZmQtMmQ0MTg2ZTQ0NGUxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
247,Any Given Sunday,1999,162,Drama,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
248,Atlantic City,1999,95,Action,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
249,Batman Returns,1999,113,Comedy,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
250,Bedazzled,1999,93,Comedy,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
251,Bell Book and Candle,1999,112,Comedy,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
252,Divorce American Style,1999,130,Adventure,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
253,"Dude, Where's My Car?",1999,103,Comedy,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
254,Easy Rider,1999,159,Drama,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
255,EuroTrip,1999,139,Drama,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
256,Get Him to the Greek,1999,127,Biography,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
257,Lolita,1999,188,Drama,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg"
258,Love Finds Andy Hardy,1999,118,Biography,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg"
259,The Asphalt Jungle,1999,108,Action,"https://m.media-amazon.com/images/M/MV5BYWUyYTFlMzUtYzUxNi00YjFhLWEyNzItMzdkZTNkNDE5OTFlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
260,The Big Chill,1999,126,Drama,"https://m.media-amazon.com/images/M/MV5BYWUyYTFlMzUtYzUxNi00YjFhLWEyNzItMzdkZTNkNDE5OTFlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
261,The Dirty Dozen,1999,102,Drama,"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR1,0,140,209_AL_.jpg"
262,The Girl with the Dragon Tattoo,1999,189,Crimea,"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR1,0,140,209_AL_.jpg"
263,The Grapes of Wrath,1999,146,Biography,"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR1,0,140,209_AL_.jpg"
264,The Greatest Show on Earth,1999,157,Biography,"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR1,0,140,209_AL_.jpg"
265,The Magnificent Seven,1999,136,Action,"https://m.media-amazon.com/images/M/MV5BODExY2Y2YzUtM2NhYi00ZmUwLWFkM2EtODFkYzBjOWRhMWIyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
266,The Set-Up,1999,107,Drama,"https://m.media-amazon.com/images/M/MV5BYmMyZjQ3NDgtYzcyOS00NWI4LTliNjMtZDkxYzBjNzdkMzEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg"
267,The Sound of Music,1999,139,Crimea,"https://m.media-amazon.com/images/M/MV5BYmMyZjQ3NDgtYzcyOS00NWI4LTliNjMtZDkxYzBjNzdkMzEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg"
268,The Three Burials of Melquiades Estrada,1999,128,Action,"https://m.media-amazon.com/images/M/MV5BYmMyZjQ3NDgtYzcyOS00NWI4LTliNjMtZDkxYzBjNzdkMzEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg"
269,The Untouchables,1999,114,Action,"https://m.media-amazon.com/images/M/MV5BYmMyZjQ3NDgtYzcyOS00NWI4LTliNjMtZDkxYzBjNzdkMzEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg"
270,Toy Story,1999,92,Animation,"https://m.media-amazon.com/images/M/MV5BZjQxYTA3ODItNzgxMy00N2Y2LWJlZGMtMTRlM2JkZjI1ZDhhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg"
271,A Bridge Too Far,1998,95,Animation,"https://m.media-amazon.com/images/M/MV5BMGM0ZmIzNGItYTMwZS00MWM4LThkZmQtMmQ0MTg2ZTQ0NGUxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
272,A Perfect World,1998,121,Crimea,"https://m.media-amazon.com/images/M/MV5BMGM0ZmIzNGItYTMwZS00MWM4LThkZmQtMmQ0MTg2ZTQ0NGUxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
273,All Quiet on the Western Front,1998,119,Crimea,"https://m.media-amazon.com/images/M/MV5BMGM0ZmIzNGItYTMwZS00MWM4LThkZmQtMmQ0MTg2ZTQ0NGUxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
274,Armageddon,1998,151,Action,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
275,Due Date,1998,124,Biography,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
276,Erin Brockovich,1998,118,Adventure,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
277,Escape from New York,1998,105,Drama,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
278,Fantasia,1998,69,Crime,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
279,Giant,1998,105,Biography,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
280,Great Expectations,1998,134,Comedy,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
281,Hanna,1998,136,Drama,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
282,Little Big Man,1998,80,Action,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg"
283,Ordinary People,1998,123,Comedy,"https://m.media-amazon.com/images/M/MV5BYWUxZjJkMDktZmMxMS00Mzg3LTk4MDItN2IwODlmN2E0MTM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX140_CR0,0,140,209_AL_.jpg"
284,Phone Booth,1998,124,Comedy,"https://m.media-amazon.com/images/M/MV5BYWUxZjJkMDktZmMxMS00Mzg3LTk4MDItN2IwODlmN2E0MTM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX140_CR0,0,140,209_AL_.jpg"
285,Pinocchio,1998,143,Comedy,"https://m.media-amazon.com/images/M/MV5BYWUxZjJkMDktZmMxMS00Mzg3LTk4MDItN2IwODlmN2E0MTM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX140_CR0,0,140,209_AL_.jpg"
286,Red River,1998,122,Action,"https://m.media-amazon.com/images/M/MV5BYWUxZjJkMDktZmMxMS00Mzg3LTk4MDItN2IwODlmN2E0MTM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX140_CR0,0,140,209_AL_.jpg"
287,The Adventures of Huckleberry Finn,1998,117,Comedy,"https://m.media-amazon.com/images/M/MV5BYWUyYTFlMzUtYzUxNi00YjFhLWEyNzItMzdkZTNkNDE5OTFlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
288,The Stooge,1998,170,Drama,"https://m.media-amazon.com/images/M/MV5BYmMyZjQ3NDgtYzcyOS00NWI4LTliNjMtZDkxYzBjNzdkMzEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg"
289,The Talented Mr. Ripley,1998,103,Comedy,"https://m.media-amazon.com/images/M/MV5BYmMyZjQ3NDgtYzcyOS00NWI4LTliNjMtZDkxYzBjNzdkMzEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg"
290,The Thin Man,1998,90,Comedy,"https://m.media-amazon.com/images/M/MV5BYmMyZjQ3NDgtYzcyOS00NWI4LTliNjMtZDkxYzBjNzdkMzEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg"
291,The Thin Red Line,1998,97,Comedy,"https://m.media-amazon.com/images/M/MV5BYmMyZjQ3NDgtYzcyOS00NWI4LTliNjMtZDkxYzBjNzdkMzEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg"
292,The Town,1998,119,Comedy,"https://m.media-amazon.com/images/M/MV5BYmMyZjQ3NDgtYzcyOS00NWI4LTliNjMtZDkxYzBjNzdkMzEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg"
293,A Simple Plan,1997,121,Action,"https://m.media-amazon.com/images/M/MV5BMGM0ZmIzNGItYTMwZS00MWM4LThkZmQtMmQ0MTg2ZTQ0NGUxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
294,All the King's Men,1997,155,Biography,"https://m.media-amazon.com/images/M/MV5BMGM0ZmIzNGItYTMwZS00MWM4LThkZmQtMmQ0MTg2ZTQ0NGUxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
295,Arthur,1997,139,Comedy,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
296,At War with the Army,1997,89,Adventure,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
297,Blackmail,1997,155,Drama,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
298,Divorce Italian Style,1997,127,Biography,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
299,Glory,1997,126,Drama,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
300,Goldfinger,1997,107,Action,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
301,The Rules of the Game,1997,116,Comedy,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg"
302,Diabolique,1997,86,Comedy,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg"
303,Marathon Man,1997,98,Action,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg"
304,Master and Commander: The Far Side of the World,1997,155,Crimea,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg"
305,The Family Jewels,1997,129,Drama,"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR1,0,140,209_AL_.jpg"
306,The Great Escape,1997,112,Drama,"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR1,0,140,209_AL_.jpg"
307,"The Long, Hot Summer",1997,129,Action,"https://m.media-amazon.com/images/M/MV5BODExY2Y2YzUtM2NhYi00ZmUwLWFkM2EtODFkYzBjOWRhMWIyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
308,The Ox-Bow Incident,1997,135,Crimea,"https://m.media-amazon.com/images/M/MV5BODExY2Y2YzUtM2NhYi00ZmUwLWFkM2EtODFkYzBjOWRhMWIyXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
309,The War of the Roses,1997,194,Drama,"https://m.media-amazon.com/images/M/MV5BYmMyZjQ3NDgtYzcyOS00NWI4LTliNjMtZDkxYzBjNzdkMzEwXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_UX140_CR0,0,140,209_AL_.jpg"
310,Unforgiven,1997,93,Comedy,"https://m.media-amazon.com/images/M/MV5BZjQxYTA3ODItNzgxMy00N2Y2LWJlZGMtMTRlM2JkZjI1ZDhhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg"
311,Vicky Cristina Barcelona,1997,97,Comedy,"https://m.media-amazon.com/images/M/MV5BZjQxYTA3ODItNzgxMy00N2Y2LWJlZGMtMTRlM2JkZjI1ZDhhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg"
312,A Scanner Darkly,1996,149,Crimea,"https://m.media-amazon.com/images/M/MV5BMGM0ZmIzNGItYTMwZS00MWM4LThkZmQtMmQ0MTg2ZTQ0NGUxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
313,Blonde Venus,1996,91,Comedy,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
314,Blood Diamond,1996,109,Crime,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
315,Election,1996,98,Crime,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
316,Executive Suite,1996,104,Crimea,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
317,Gosford Park,1996,242,Drama,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
318,Grosse Pointe Blank,1996,92,Comedy,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
319,M*A*S*H,1996,98,Drama,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg"
320,Marked Woman,1996,105,Comedy,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg"
321,Meet John Doe,1996,110,Action,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg"
322,Pineapple Express,1996,129,Crimea,"https://m.media-amazon.com/images/M/MV5BYWUxZjJkMDktZmMxMS00Mzg3LTk4MDItN2IwODlmN2E0MTM0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX140_CR0,0,140,209_AL_.jpg"
323,Superman II,1996,96,Comedy,"https://m.media-amazon.com/images/M/MV5BYWUyYTFlMzUtYzUxNi00YjFhLWEyNzItMzdkZTNkNDE5OTFlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
324,Sweet Bird of Youth,1996,101,Crimea,"https://m.media-amazon.com/images/M/MV5BYWUyYTFlMzUtYzUxNi00YjFhLWEyNzItMzdkZTNkNDE5OTFlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
325,Tango & Cash,1996,108,Comedy,"https://m.media-amazon.com/images/M/MV5BYWUyYTFlMzUtYzUxNi00YjFhLWEyNzItMzdkZTNkNDE5OTFlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
326,The Alamo,1996,117,Comedy,"https://m.media-amazon.com/images/M/MV5BYWUyYTFlMzUtYzUxNi00YjFhLWEyNzItMzdkZTNkNDE5OTFlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
327,The Band Wagon,1996,96,Comedy,"https://m.media-amazon.com/images/M/MV5BYWUyYTFlMzUtYzUxNi00YjFhLWEyNzItMzdkZTNkNDE5OTFlXkEyXkFqcGdeQXVyMzg1ODEwNQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
328,The Disorderly Orderly,1996,162,Drama,"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR1,0,140,209_AL_.jpg"
329,The Hangover,1996,118,Crimea,"https://m.media-amazon.com/images/M/MV5BNDhmNTA0ZDMtYjhkNS00NzEzLWIzYTItOGNkMTVmYjE2YmI3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_UY209_CR1,0,140,209_AL_.jpg"
330,Trafic,1996,93,Drama,"https://m.media-amazon.com/images/M/MV5BZjQxYTA3ODItNzgxMy00N2Y2LWJlZGMtMTRlM2JkZjI1ZDhhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg"
331,A Star Is Born,1995,90,Adventure,"https://m.media-amazon.com/images/M/MV5BMGM0ZmIzNGItYTMwZS00MWM4LThkZmQtMmQ0MTg2ZTQ0NGUxXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_UX140_CR0,0,140,209_AL_.jpg"
332,Baby Doll,1995,119,Action,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
333,Barefoot in the Park,1995,121,Action,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
334,Before the Devil Knows You're Dead,1995,89,Comedy,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
335,Blood Work,1995,178,Biography,"https://m.media-amazon.com/images/M/MV5BYWVhMDczZTQtOGMxYS00NmY3LTg1M2QtMDRmYzI3NmMzMTc0XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_UX140_CR0,0,140,209_AL_.jpg"
336,Dazed and Confused,1995,122,Crimea,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
337,Deliverance,1995,104,Action,"https://m.media-amazon.com/images/M/MV5BMzhmMjEzODItMTYxYy00YjQ0LTg5MjQtYzEwODdkOGZkODNhXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg"
338,Frankenstein,1995,111,Comedy,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
339,Garden State,1995,105,Comedy,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
340,Gilda,1995,130,Action,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
341,Happiness,1995,170,Action,"https://m.media-amazon.com/images/M/MV5BMTYzODgzMjAyM15BMl5BanBnXkFtZTcwMTI3NzI2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg"
342,The Trial,1995,111,Drama,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg"
343,Love Before Breakfast,1995,94,Comedy,"https://m.media-amazon.com/images/M/MV5BODQ0NzY5NGEtYTc5NC00Yjg4LTg4Y2QtZjE2MTkyYTNmNmU2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR4,0,140,209_AL_.jpg"
